TNATURE;IENTITY;IBP;IVERSION;ISTRAT;ISCEN;CTP;MVAL
AMTZ;1;1;1;1;1;113;-20
AMTZ;1;1;1;1;1;114;-20
AMTZ;1;1;1;1;1;115;-20
AMTZ;1;1;1;1;1;116;-20
AMTZ;1;1;1;1;1;117;-20
AMTZ;1;1;1;1;1;118;-20
AMTZ;1;1;1;1;1;119;-20
AMTZ;1;1;1;1;1;120;-20
RENTS;2;1;1;1;1;1;100
CHARGES;2;1;1;1;1;1;-20
WORKS;2;1;1;1;1;1;-20
AMTZ;2;1;1;1;1;1;-20
TAX_RATE;2;1;1;1;1;1;0,33
IDX_RENT;2;1;1;1;1;1;0,02
IDX_CHG;2;1;1;1;1;1;0,025
RENTS;2;1;1;1;1;2;100
CHARGES;2;1;1;1;1;2;-20
WORKS;2;1;1;1;1;2;-20
AMTZ;2;1;1;1;1;2;-20
RENTS;2;1;1;1;1;3;100
CHARGES;2;1;1;1;1;3;-20
WORKS;2;1;1;1;1;3;-20
AMTZ;2;1;1;1;1;3;-20
RENTS;2;1;1;1;1;4;100
CHARGES;2;1;1;1;1;4;-20
WORKS;2;1;1;1;1;4;-20
AMTZ;2;1;1;1;1;4;-20
RENTS;2;1;1;1;1;5;100
CHARGES;2;1;1;1;1;5;-20
WORKS;2;1;1;1;1;5;-20
AMTZ;2;1;1;1;1;5;-20
RENTS;2;1;1;1;1;6;100
CHARGES;2;1;1;1;1;6;-20
WORKS;2;1;1;1;1;6;-20
AMTZ;2;1;1;1;1;6;-20
RENTS;2;1;1;1;1;7;100
CHARGES;2;1;1;1;1;7;-20
WORKS;2;1;1;1;1;7;-20
AMTZ;2;1;1;1;1;7;-20
RENTS;2;1;1;1;1;8;100
CHARGES;2;1;1;1;1;8;-20
WORKS;2;1;1;1;1;8;-20
AMTZ;2;1;1;1;1;8;-20
RENTS;2;1;1;1;1;9;100
CHARGES;2;1;1;1;1;9;-20
WORKS;2;1;1;1;1;9;-20
AMTZ;2;1;1;1;1;9;-20
RENTS;2;1;1;1;1;10;100
CHARGES;2;1;1;1;1;10;-20
WORKS;2;1;1;1;1;10;-20
AMTZ;2;1;1;1;1;10;-20
RENTS;2;1;1;1;1;11;100
CHARGES;2;1;1;1;1;11;-20
WORKS;2;1;1;1;1;11;-20
AMTZ;2;1;1;1;1;11;-20
RENTS;2;1;1;1;1;12;100
CHARGES;2;1;1;1;1;12;-20
WORKS;2;1;1;1;1;12;-20
AMTZ;2;1;1;1;1;12;-20
AMTZ;2;1;1;1;1;13;-20
AMTZ;2;1;1;1;1;14;-20
AMTZ;2;1;1;1;1;15;-20
AMTZ;2;1;1;1;1;16;-20
AMTZ;2;1;1;1;1;17;-20
AMTZ;2;1;1;1;1;18;-20
AMTZ;2;1;1;1;1;19;-20
AMTZ;2;1;1;1;1;20;-20
AMTZ;2;1;1;1;1;21;-20
AMTZ;2;1;1;1;1;22;-20
AMTZ;2;1;1;1;1;23;-20
AMTZ;2;1;1;1;1;24;-20
AMTZ;2;1;1;1;1;25;-20
AMTZ;2;1;1;1;1;26;-20
AMTZ;2;1;1;1;1;27;-20
AMTZ;2;1;1;1;1;28;-20
AMTZ;2;1;1;1;1;29;-20
AMTZ;2;1;1;1;1;30;-20
AMTZ;2;1;1;1;1;31;-20
AMTZ;2;1;1;1;1;32;-20
AMTZ;2;1;1;1;1;33;-20
AMTZ;2;1;1;1;1;34;-20
AMTZ;2;1;1;1;1;35;-20
AMTZ;2;1;1;1;1;36;-20
AMTZ;2;1;1;1;1;37;-20
AMTZ;2;1;1;1;1;38;-20
AMTZ;2;1;1;1;1;39;-20
AMTZ;2;1;1;1;1;40;-20
AMTZ;2;1;1;1;1;41;-20
AMTZ;2;1;1;1;1;42;-20
AMTZ;2;1;1;1;1;43;-20
AMTZ;2;1;1;1;1;44;-20
AMTZ;2;1;1;1;1;45;-20
AMTZ;2;1;1;1;1;46;-20
AMTZ;2;1;1;1;1;47;-20
AMTZ;2;1;1;1;1;48;-20
AMTZ;2;1;1;1;1;49;-20
AMTZ;2;1;1;1;1;50;-20
AMTZ;2;1;1;1;1;51;-20
AMTZ;2;1;1;1;1;52;-20
AMTZ;2;1;1;1;1;53;-20
AMTZ;2;1;1;1;1;54;-20
AMTZ;2;1;1;1;1;55;-20
AMTZ;2;1;1;1;1;56;-20
AMTZ;2;1;1;1;1;57;-20
AMTZ;2;1;1;1;1;58;-20
AMTZ;2;1;1;1;1;59;-20
AMTZ;2;1;1;1;1;60;-20
AMTZ;2;1;1;1;1;61;-20
AMTZ;2;1;1;1;1;62;-20
AMTZ;2;1;1;1;1;63;-20
AMTZ;2;1;1;1;1;64;-20
AMTZ;2;1;1;1;1;65;-20
AMTZ;2;1;1;1;1;66;-20
AMTZ;2;1;1;1;1;67;-20
AMTZ;2;1;1;1;1;68;-20
AMTZ;2;1;1;1;1;69;-20
AMTZ;2;1;1;1;1;70;-20
AMTZ;2;1;1;1;1;71;-20
AMTZ;2;1;1;1;1;72;-20
AMTZ;2;1;1;1;1;73;-20
AMTZ;2;1;1;1;1;74;-20
AMTZ;2;1;1;1;1;75;-20
AMTZ;2;1;1;1;1;76;-20
AMTZ;2;1;1;1;1;77;-20
AMTZ;2;1;1;1;1;78;-20
AMTZ;2;1;1;1;1;79;-20
AMTZ;2;1;1;1;1;80;-20
AMTZ;2;1;1;1;1;81;-20
AMTZ;2;1;1;1;1;82;-20
AMTZ;2;1;1;1;1;83;-20
AMTZ;2;1;1;1;1;84;-20
AMTZ;2;1;1;1;1;85;-20
AMTZ;2;1;1;1;1;86;-20
AMTZ;2;1;1;1;1;87;-20
AMTZ;2;1;1;1;1;88;-20
AMTZ;2;1;1;1;1;89;-20
AMTZ;2;1;1;1;1;90;-20
AMTZ;2;1;1;1;1;91;-20
AMTZ;2;1;1;1;1;92;-20
AMTZ;2;1;1;1;1;93;-20
AMTZ;2;1;1;1;1;94;-20
AMTZ;2;1;1;1;1;95;-20
AMTZ;2;1;1;1;1;96;-20
AMTZ;2;1;1;1;1;97;-20
AMTZ;2;1;1;1;1;98;-20
AMTZ;2;1;1;1;1;99;-20
AMTZ;2;1;1;1;1;100;-20
AMTZ;2;1;1;1;1;101;-20
AMTZ;2;1;1;1;1;102;-20
AMTZ;2;1;1;1;1;103;-20
AMTZ;2;1;1;1;1;104;-20
AMTZ;2;1;1;1;1;105;-20
AMTZ;2;1;1;1;1;106;-20
AMTZ;2;1;1;1;1;107;-20
AMTZ;2;1;1;1;1;108;-20
AMTZ;2;1;1;1;1;109;-20
AMTZ;2;1;1;1;1;110;-20
AMTZ;2;1;1;1;1;111;-20
AMTZ;2;1;1;1;1;112;-20
AMTZ;2;1;1;1;1;113;-20
AMTZ;2;1;1;1;1;114;-20
AMTZ;2;1;1;1;1;115;-20
AMTZ;2;1;1;1;1;116;-20
AMTZ;2;1;1;1;1;117;-20
AMTZ;2;1;1;1;1;118;-20
AMTZ;2;1;1;1;1;119;-20
AMTZ;2;1;1;1;1;120;-20
RENTS;3;1;1;1;1;1;100
CHARGES;3;1;1;1;1;1;-20
WORKS;3;1;1;1;1;1;-20
AMTZ;3;1;1;1;1;1;-20
TAX_RATE;3;1;1;1;1;1;0,33
IDX_RENT;3;1;1;1;1;1;0,02
IDX_CHG;3;1;1;1;1;1;0,025
RENTS;3;1;1;1;1;2;100
CHARGES;3;1;1;1;1;2;-20
WORKS;3;1;1;1;1;2;-20
AMTZ;3;1;1;1;1;2;-20
RENTS;3;1;1;1;1;3;100
CHARGES;3;1;1;1;1;3;-20
WORKS;3;1;1;1;1;3;-20
AMTZ;3;1;1;1;1;3;-20
RENTS;3;1;1;1;1;4;100
CHARGES;3;1;1;1;1;4;-20
WORKS;3;1;1;1;1;4;-20
AMTZ;3;1;1;1;1;4;-20
RENTS;3;1;1;1;1;5;100
CHARGES;3;1;1;1;1;5;-20
WORKS;3;1;1;1;1;5;-20
AMTZ;3;1;1;1;1;5;-20
RENTS;3;1;1;1;1;6;100
CHARGES;3;1;1;1;1;6;-20
WORKS;3;1;1;1;1;6;-20
AMTZ;3;1;1;1;1;6;-20
RENTS;3;1;1;1;1;7;100
CHARGES;3;1;1;1;1;7;-20
WORKS;3;1;1;1;1;7;-20
AMTZ;3;1;1;1;1;7;-20
RENTS;3;1;1;1;1;8;100
CHARGES;3;1;1;1;1;8;-20
WORKS;3;1;1;1;1;8;-20
AMTZ;3;1;1;1;1;8;-20
RENTS;3;1;1;1;1;9;100
CHARGES;3;1;1;1;1;9;-20
WORKS;3;1;1;1;1;9;-20
AMTZ;3;1;1;1;1;9;-20
RENTS;3;1;1;1;1;10;100
CHARGES;3;1;1;1;1;10;-20
WORKS;3;1;1;1;1;10;-20
AMTZ;3;1;1;1;1;10;-20
RENTS;3;1;1;1;1;11;100
CHARGES;3;1;1;1;1;11;-20
WORKS;3;1;1;1;1;11;-20
AMTZ;3;1;1;1;1;11;-20
RENTS;3;1;1;1;1;12;100
CHARGES;3;1;1;1;1;12;-20
WORKS;3;1;1;1;1;12;-20
AMTZ;3;1;1;1;1;12;-20
AMTZ;3;1;1;1;1;13;-20
AMTZ;3;1;1;1;1;14;-20
AMTZ;3;1;1;1;1;15;-20
AMTZ;3;1;1;1;1;16;-20
AMTZ;3;1;1;1;1;17;-20
AMTZ;3;1;1;1;1;18;-20
AMTZ;3;1;1;1;1;19;-20
AMTZ;3;1;1;1;1;20;-20
AMTZ;3;1;1;1;1;21;-20
AMTZ;3;1;1;1;1;22;-20
AMTZ;3;1;1;1;1;23;-20
AMTZ;3;1;1;1;1;24;-20
AMTZ;3;1;1;1;1;25;-20
AMTZ;3;1;1;1;1;26;-20
AMTZ;3;1;1;1;1;27;-20
AMTZ;3;1;1;1;1;28;-20
AMTZ;3;1;1;1;1;29;-20
AMTZ;3;1;1;1;1;30;-20
AMTZ;3;1;1;1;1;31;-20
AMTZ;3;1;1;1;1;32;-20
AMTZ;3;1;1;1;1;33;-20
AMTZ;3;1;1;1;1;34;-20
AMTZ;3;1;1;1;1;35;-20
AMTZ;3;1;1;1;1;36;-20
AMTZ;3;1;1;1;1;37;-20
AMTZ;3;1;1;1;1;38;-20
AMTZ;3;1;1;1;1;39;-20
AMTZ;3;1;1;1;1;40;-20
AMTZ;3;1;1;1;1;41;-20
AMTZ;3;1;1;1;1;42;-20
AMTZ;3;1;1;1;1;43;-20
AMTZ;3;1;1;1;1;44;-20
AMTZ;3;1;1;1;1;45;-20
AMTZ;3;1;1;1;1;46;-20
AMTZ;3;1;1;1;1;47;-20
AMTZ;3;1;1;1;1;48;-20
AMTZ;3;1;1;1;1;49;-20
AMTZ;3;1;1;1;1;50;-20
AMTZ;3;1;1;1;1;51;-20
AMTZ;3;1;1;1;1;52;-20
AMTZ;3;1;1;1;1;53;-20
AMTZ;3;1;1;1;1;54;-20
AMTZ;3;1;1;1;1;55;-20
AMTZ;3;1;1;1;1;56;-20
AMTZ;3;1;1;1;1;57;-20
AMTZ;3;1;1;1;1;58;-20
AMTZ;3;1;1;1;1;59;-20
AMTZ;3;1;1;1;1;60;-20
AMTZ;3;1;1;1;1;61;-20
AMTZ;3;1;1;1;1;62;-20
AMTZ;3;1;1;1;1;63;-20
AMTZ;3;1;1;1;1;64;-20
AMTZ;3;1;1;1;1;65;-20
AMTZ;3;1;1;1;1;66;-20
AMTZ;3;1;1;1;1;67;-20
AMTZ;3;1;1;1;1;68;-20
AMTZ;3;1;1;1;1;69;-20
AMTZ;3;1;1;1;1;70;-20
AMTZ;3;1;1;1;1;71;-20
AMTZ;3;1;1;1;1;72;-20
AMTZ;3;1;1;1;1;73;-20
AMTZ;3;1;1;1;1;74;-20
AMTZ;3;1;1;1;1;75;-20
AMTZ;3;1;1;1;1;76;-20
AMTZ;3;1;1;1;1;77;-20
AMTZ;3;1;1;1;1;78;-20
AMTZ;3;1;1;1;1;79;-20
AMTZ;3;1;1;1;1;80;-20
AMTZ;3;1;1;1;1;81;-20
AMTZ;3;1;1;1;1;82;-20
AMTZ;3;1;1;1;1;83;-20
AMTZ;3;1;1;1;1;84;-20
AMTZ;3;1;1;1;1;85;-20
AMTZ;3;1;1;1;1;86;-20
AMTZ;3;1;1;1;1;87;-20
AMTZ;3;1;1;1;1;88;-20
AMTZ;3;1;1;1;1;89;-20
AMTZ;3;1;1;1;1;90;-20
AMTZ;3;1;1;1;1;91;-20
AMTZ;3;1;1;1;1;92;-20
AMTZ;3;1;1;1;1;93;-20
AMTZ;3;1;1;1;1;94;-20
AMTZ;3;1;1;1;1;95;-20
AMTZ;3;1;1;1;1;96;-20
AMTZ;3;1;1;1;1;97;-20
AMTZ;3;1;1;1;1;98;-20
AMTZ;3;1;1;1;1;99;-20
AMTZ;3;1;1;1;1;100;-20
AMTZ;3;1;1;1;1;101;-20
AMTZ;3;1;1;1;1;102;-20
AMTZ;3;1;1;1;1;103;-20
AMTZ;3;1;1;1;1;104;-20
AMTZ;3;1;1;1;1;105;-20
AMTZ;3;1;1;1;1;106;-20
AMTZ;3;1;1;1;1;107;-20
AMTZ;3;1;1;1;1;108;-20
AMTZ;3;1;1;1;1;109;-20
AMTZ;3;1;1;1;1;110;-20
AMTZ;3;1;1;1;1;111;-20
AMTZ;3;1;1;1;1;112;-20
AMTZ;3;1;1;1;1;113;-20
AMTZ;3;1;1;1;1;114;-20
AMTZ;3;1;1;1;1;115;-20
AMTZ;3;1;1;1;1;116;-20
AMTZ;3;1;1;1;1;117;-20
AMTZ;3;1;1;1;1;118;-20
AMTZ;3;1;1;1;1;119;-20
AMTZ;3;1;1;1;1;120;-20
RENTS;4;1;1;1;1;1;100
CHARGES;4;1;1;1;1;1;-20
WORKS;4;1;1;1;1;1;-20
AMTZ;4;1;1;1;1;1;-20
TAX_RATE;4;1;1;1;1;1;0,33
IDX_RENT;4;1;1;1;1;1;0,02
IDX_CHG;4;1;1;1;1;1;0,025
RENTS;4;1;1;1;1;2;100
CHARGES;4;1;1;1;1;2;-20
WORKS;4;1;1;1;1;2;-20
AMTZ;4;1;1;1;1;2;-20
RENTS;4;1;1;1;1;3;100
CHARGES;4;1;1;1;1;3;-20
WORKS;4;1;1;1;1;3;-20
AMTZ;4;1;1;1;1;3;-20
RENTS;4;1;1;1;1;4;100
CHARGES;4;1;1;1;1;4;-20
WORKS;4;1;1;1;1;4;-20
AMTZ;4;1;1;1;1;4;-20
RENTS;4;1;1;1;1;5;100
CHARGES;4;1;1;1;1;5;-20
WORKS;4;1;1;1;1;5;-20
AMTZ;4;1;1;1;1;5;-20
RENTS;4;1;1;1;1;6;100
CHARGES;4;1;1;1;1;6;-20
WORKS;4;1;1;1;1;6;-20
AMTZ;4;1;1;1;1;6;-20
RENTS;4;1;1;1;1;7;100
CHARGES;4;1;1;1;1;7;-20
WORKS;4;1;1;1;1;7;-20
AMTZ;4;1;1;1;1;7;-20
RENTS;4;1;1;1;1;8;100
CHARGES;4;1;1;1;1;8;-20
WORKS;4;1;1;1;1;8;-20
AMTZ;4;1;1;1;1;8;-20
RENTS;4;1;1;1;1;9;100
CHARGES;4;1;1;1;1;9;-20
WORKS;4;1;1;1;1;9;-20
AMTZ;4;1;1;1;1;9;-20
RENTS;4;1;1;1;1;10;100
CHARGES;4;1;1;1;1;10;-20
WORKS;4;1;1;1;1;10;-20
AMTZ;4;1;1;1;1;10;-20
RENTS;4;1;1;1;1;11;100
CHARGES;4;1;1;1;1;11;-20
WORKS;4;1;1;1;1;11;-20
AMTZ;4;1;1;1;1;11;-20
RENTS;4;1;1;1;1;12;100
CHARGES;4;1;1;1;1;12;-20
WORKS;4;1;1;1;1;12;-20
AMTZ;4;1;1;1;1;12;-20
AMTZ;4;1;1;1;1;13;-20
AMTZ;4;1;1;1;1;14;-20
AMTZ;4;1;1;1;1;15;-20
AMTZ;4;1;1;1;1;16;-20
AMTZ;4;1;1;1;1;17;-20
AMTZ;4;1;1;1;1;18;-20
AMTZ;4;1;1;1;1;19;-20
AMTZ;4;1;1;1;1;20;-20
AMTZ;4;1;1;1;1;21;-20
AMTZ;4;1;1;1;1;22;-20
AMTZ;4;1;1;1;1;23;-20
AMTZ;4;1;1;1;1;24;-20
AMTZ;4;1;1;1;1;25;-20
AMTZ;4;1;1;1;1;26;-20
AMTZ;4;1;1;1;1;27;-20
AMTZ;4;1;1;1;1;28;-20
AMTZ;4;1;1;1;1;29;-20
AMTZ;4;1;1;1;1;30;-20
AMTZ;4;1;1;1;1;31;-20
AMTZ;4;1;1;1;1;32;-20
AMTZ;4;1;1;1;1;33;-20
AMTZ;4;1;1;1;1;34;-20
AMTZ;4;1;1;1;1;35;-20
AMTZ;4;1;1;1;1;36;-20
AMTZ;4;1;1;1;1;37;-20
AMTZ;4;1;1;1;1;38;-20
AMTZ;4;1;1;1;1;39;-20
AMTZ;4;1;1;1;1;40;-20
AMTZ;4;1;1;1;1;41;-20
AMTZ;4;1;1;1;1;42;-20
AMTZ;4;1;1;1;1;43;-20
AMTZ;4;1;1;1;1;44;-20
AMTZ;4;1;1;1;1;45;-20
AMTZ;4;1;1;1;1;46;-20
AMTZ;4;1;1;1;1;47;-20
AMTZ;4;1;1;1;1;48;-20
AMTZ;4;1;1;1;1;49;-20
AMTZ;4;1;1;1;1;50;-20
AMTZ;4;1;1;1;1;51;-20
AMTZ;4;1;1;1;1;52;-20
AMTZ;4;1;1;1;1;53;-20
AMTZ;4;1;1;1;1;54;-20
AMTZ;4;1;1;1;1;55;-20
AMTZ;4;1;1;1;1;56;-20
AMTZ;4;1;1;1;1;57;-20
AMTZ;4;1;1;1;1;58;-20
AMTZ;4;1;1;1;1;59;-20
AMTZ;4;1;1;1;1;60;-20
AMTZ;4;1;1;1;1;61;-20
AMTZ;4;1;1;1;1;62;-20
AMTZ;4;1;1;1;1;63;-20
AMTZ;4;1;1;1;1;64;-20
AMTZ;4;1;1;1;1;65;-20
AMTZ;4;1;1;1;1;66;-20
AMTZ;4;1;1;1;1;67;-20
AMTZ;4;1;1;1;1;68;-20
AMTZ;4;1;1;1;1;69;-20
AMTZ;4;1;1;1;1;70;-20
AMTZ;4;1;1;1;1;71;-20
AMTZ;4;1;1;1;1;72;-20
AMTZ;4;1;1;1;1;73;-20
AMTZ;4;1;1;1;1;74;-20
AMTZ;4;1;1;1;1;75;-20
AMTZ;4;1;1;1;1;76;-20
AMTZ;4;1;1;1;1;77;-20
AMTZ;4;1;1;1;1;78;-20
AMTZ;4;1;1;1;1;79;-20
AMTZ;4;1;1;1;1;80;-20
AMTZ;4;1;1;1;1;81;-20
AMTZ;4;1;1;1;1;82;-20
AMTZ;4;1;1;1;1;83;-20
AMTZ;4;1;1;1;1;84;-20
AMTZ;4;1;1;1;1;85;-20
AMTZ;4;1;1;1;1;86;-20
AMTZ;4;1;1;1;1;87;-20
AMTZ;4;1;1;1;1;88;-20
AMTZ;4;1;1;1;1;89;-20
AMTZ;4;1;1;1;1;90;-20
AMTZ;4;1;1;1;1;91;-20
AMTZ;4;1;1;1;1;92;-20
AMTZ;4;1;1;1;1;93;-20
AMTZ;4;1;1;1;1;94;-20
AMTZ;4;1;1;1;1;95;-20
AMTZ;4;1;1;1;1;96;-20
AMTZ;4;1;1;1;1;97;-20
AMTZ;4;1;1;1;1;98;-20
AMTZ;4;1;1;1;1;99;-20
AMTZ;4;1;1;1;1;100;-20
AMTZ;4;1;1;1;1;101;-20
AMTZ;4;1;1;1;1;102;-20
AMTZ;4;1;1;1;1;103;-20
AMTZ;4;1;1;1;1;104;-20
AMTZ;4;1;1;1;1;105;-20
AMTZ;4;1;1;1;1;106;-20
AMTZ;4;1;1;1;1;107;-20
AMTZ;4;1;1;1;1;108;-20
AMTZ;4;1;1;1;1;109;-20
AMTZ;4;1;1;1;1;110;-20
AMTZ;4;1;1;1;1;111;-20
AMTZ;4;1;1;1;1;112;-20
AMTZ;4;1;1;1;1;113;-20
AMTZ;4;1;1;1;1;114;-20
AMTZ;4;1;1;1;1;115;-20
AMTZ;4;1;1;1;1;116;-20
AMTZ;4;1;1;1;1;117;-20
AMTZ;4;1;1;1;1;118;-20
AMTZ;4;1;1;1;1;119;-20
AMTZ;4;1;1;1;1;120;-20
RENTS;5;1;1;1;1;1;100
CHARGES;5;1;1;1;1;1;-20
WORKS;5;1;1;1;1;1;-20
AMTZ;5;1;1;1;1;1;-20
TAX_RATE;5;1;1;1;1;1;0,33
IDX_RENT;5;1;1;1;1;1;0,02
IDX_CHG;5;1;1;1;1;1;0,025
RENTS;5;1;1;1;1;2;100
CHARGES;5;1;1;1;1;2;-20
WORKS;5;1;1;1;1;2;-20
AMTZ;5;1;1;1;1;2;-20
RENTS;5;1;1;1;1;3;100
CHARGES;5;1;1;1;1;3;-20
WORKS;5;1;1;1;1;3;-20
AMTZ;5;1;1;1;1;3;-20
RENTS;5;1;1;1;1;4;100
CHARGES;5;1;1;1;1;4;-20
WORKS;5;1;1;1;1;4;-20
AMTZ;5;1;1;1;1;4;-20
RENTS;5;1;1;1;1;5;100
CHARGES;5;1;1;1;1;5;-20
WORKS;5;1;1;1;1;5;-20
AMTZ;5;1;1;1;1;5;-20
RENTS;5;1;1;1;1;6;100
CHARGES;5;1;1;1;1;6;-20
WORKS;5;1;1;1;1;6;-20
AMTZ;5;1;1;1;1;6;-20
RENTS;5;1;1;1;1;7;100
CHARGES;5;1;1;1;1;7;-20
WORKS;5;1;1;1;1;7;-20
AMTZ;5;1;1;1;1;7;-20
RENTS;5;1;1;1;1;8;100
